,Occur_date,Occur_weekday,incident,cases,time,location,release,zip,latitude,longitude
565,NA,NA,Residential Burglary,2020-268240,NA,5000 block South Hill Dr.,PIO Joel Despain,53705,43.0637793,-89.4632391
566,NA,NA,Theft,2020-903551,NA,Knickerbocker St.,PIO Joel Despain,53711,43.0572554,-89.4288249
567,NA,NA,Intoxicated/Impaired Driver,2020-268957,NA,Commercial Ave. (at Felland Rd.),PIO Joel Despain,NA,43.1068915,-89.3256967
568,NA,NA,Weapons Violation,2020-269430,NA,John Nolen / Olin Ave,Lt. Kipp Hartman,53713,43.0511464,-89.3780802
569,NA,NA,Weapons Violation,2020-0268734,NA,2800 Block E. Washington Ave (Strip Mall),Lt. Harrison Zanders,53704,43.1027331,-89.3457608
570,NA,NA,Weapons Violation,2020-00267833,NA,5300 Block of Tolman Ter,Sgt. Richard Wipperfurth,53711,43.0370934,-89.4705338
571,NA,NA,Battery,2020-250842,NA,Hammersley Rd.,PIO Joel Despain,NA,43.0391442,-89.4753927
572,NA,NA,Robbery,2020-00267815,NA,1818 Portage Rd (Reindahl Park),Sgt. Richard Wipperfurth,53704,43.1239217,-89.3147975
573,NA,NA,Robbery,2020-00267815,NA,1818 Portage Rd (Reindahl Park),Sgt. Richard Wipperfurth,53704,43.1239217,-89.3147975
574,NA,NA,Traffic Incident,2020-00267514,NA,E. Dayton St and N. Pinckney St (Intersection),Sgt. Richard Wipperfurth,53703,43.0770219,-89.3849882
575,NA,NA,Theft,2020-00267602,NA,4300 Block East Towne Blvd,Sgt. Richard Wipperfurth,53704,43.125239,-89.3090481
576,NA,NA,Fraud,2020-903453,NA,Knickerbocker St.,PIO Joel Despain,53711,43.0572554,-89.4288249
577,NA,NA,Damaged Property,2020-265943,NA,2000 block Greenway Cross,PIO Joel Despain,53713,43.0309294,-89.4146382
578,NA,NA,Robbery,2020-266308,NA,4802 E. Washington Ave (Cajun Seafood Restaurant),Sgt. Ryan Gibson,53704,43.1333449,-89.3024115
579,NA,NA,Robbery,2020-266220,NA,1798 Thierer Rd (Denny's Restaurant),Sgt. Ryan Gibson,53704,43.1231134,-89.3142812
580,NA,NA,Intoxicated/Impaired Driver,2020-265136,NA,5217 East Terrace Dr.,PIO Joel Despain,53718,43.143229,-89.2905861
581,NA,NA,Traffic Incident,2020-265509,NA,600 block N. Midvale Blvd.,PIO Joel Despain,53705,43.072869,-89.4519649
582,NA,NA,Traffic Incident,2020-265190,NA,Fish Hatchery Road / N. Wingra Drive,Lt. David Jugovich,53713,43.0502978,-89.399947
583,NA,NA,Drug Investigation,2020-261026,NA,415 N. Lake St. (Lake Street Ramp),PIO Joel Despain,53715,43.0742005,-89.3969006
584,NA,NA,Drug Investigation,2020-161449,NA,Craig Ave.,PIO Joel Despain,53705,43.0770137,-89.472063
585,NA,NA,Intoxicated/Impaired Driver,2020-264534,NA,4700 block Hayes Rd.,PIO Joel Despain,53704,43.1420997,-89.3012856
586,NA,NA,Traffic Incident,2020-264566,NA,N. Baldwin St. (at East Washington Ave.),PIO Joel Despain,53703,43.0896761,-89.3693387
587,NA,NA,Weapons Violation,2020-263452,NA,3000 block Tucson Trail,PIO Joel Despain,53719,43.0202212,-89.512541
588,NA,NA,Weapons Violation,2020-261523,NA,S Fair Oaks Ave and Atwood Ave,Sgt. Ryan Gibson,53704,43.0937786,-89.3408817
589,NA,NA,Weapons Violation,2020-261523,NA,S Fair Oaks Ave and Atwood Ave,Sgt. Ryan Gibson,53704,43.0937786,-89.3408817
590,NA,NA,Residential Burglary,2020-262433,NA,Timberwood Drive,PIO Joel Despain,53719,43.0150916,-89.5072792
591,NA,NA,Intoxicated/Impaired Driver,2020-260802,NA,Starr Court,PIO Joel Despain,53711,43.0351946,-89.4899811
592,NA,NA,Battery,2020-260157,NA,Maple Wood Lane,PIO Joel Despain,53704,43.1142523,-89.3649707
593,NA,NA,Weapons Violation,2020-259780,NA,1300 block Forster Dr.,PIO Joel Despain,53704,43.1311995,-89.3757496
594,NA,NA,Attempted Homicide,2020-00261802,NA,3500 block Ridgeway Ave.,Sgt. Kimberly Alan,53704,43.1152146,-89.3294138
595,NA,NA,Robbery,2020-263574,NA,452 State Street (Peace Park),PIO Joel Despain,53703,43.074956,-89.3927755
596,NA,NA,Disturbance,2020-263074,NA,400 block E. Wilson St.,PIO Joel Despain,53703,43.0754426,-89.3776578
597,NA,NA,Weapons Violation,2020-263663,NA,200 block Acewood Blvd.,PIO Joel Despain,53714,43.0952999,-89.3025593
598,NA,NA,Robbery,2020-262641,NA,744 Williamson Street (Ground Zero Coffee),Lt. David Jugovich,53703,43.0781243,-89.3721438
599,NA,NA,Robbery,2020-000261104,NA,3710 E. Washington Avenue (Walgreens),David Jugovich,53704,43.1181315,-89.3239695
600,NA,NA,Traffic Incident,2020-000261159,NA,1900 Thackeray Drive,David Jugovich,53704,43.1320097,-89.3593212
601,NA,NA,Battery,2020-226425,NA,John Nolen Dr. (near Williamson St.),PIO Joel Despain,NA,43.0573668,-89.3830971
602,NA,NA,Residential Burglary,2020-259569,NA,Havey Road,PIO Joel Despain,53704,43.1410327,-89.3829512
603,NA,NA,Battery,2020-259478,NA,University Ave. (at N. Lake St.),PIO Joel Despain,NA,43.0800682,-89.4725036
604,NA,NA,Residential Burglary,2020-259456,NA,1100 block Artisan Dr,Sgt. Ryan Gibson,53704,43.1141341,-89.2975128
605,NA,NA,Residential Burglary,2020-259456,NA,1100 block Artisan Dr,Sgt. Ryan Gibson,53704,43.1141341,-89.2975128
606,NA,NA,Weapons Violation,2020-295328,NA,4400 block Milwaukee Ave,Sgt. Ryan Gibson,53714,43.0987369,-89.30753
607,NA,NA,Information,2020-226531,NA,211 South Carroll St. (City County Building),PIO Joel Despain,53703,43.0723971,-89.3825501
608,NA,NA,Weapons Violation,2020-257056,NA,Watts Rd. (at Gammon Rd.),PIO Joel Despain,NA,43.0505816,-89.5095931
609,NA,NA,Intoxicated/Impaired Driver,2020-257068,NA,1200 block E. Wilson St.,PIO Joel Despain,53703,43.0848435,-89.364518
610,NA,NA,Robbery,2020-257175,NA,237 West Towne Mall (Dick's Sporting Goods),PIO Joel Despain,53719,43.0562545,-89.5075103
611,NA,NA,Battery,2020-248966,NA,3817 Milwaukee St. (Woodman's parking lot),PIO Joel Despain,53714,43.0968075,-89.3189585
612,NA,NA,Traffic Incident,2020-255595,NA,Gammon Lane,PIO Joel Despain,53719,43.0416329,-89.5033397
613,NA,NA,Theft,2020-256727,NA,School Road,PIO Joel Despain,53704,43.1407902,-89.3829608
614,NA,NA,Fight (In Progress),2020-256449,NA,3000 block of Darbo Dr,Lt. Kipp Hartman,53714,43.1035366,-89.3407452
615,NA,NA,Attempted Homicide,2020-0254707,NA,Leland Dr / Balsam Rd,Sgt. Blake Hoefs,53711,43.0301415,-89.4797788
616,NA,NA,Weapons Violation,2020-254344,NA,Seminole Highway (at West Beltline Highway),PIO Joel Despain,NA,43.0316651,-89.4451357
617,NA,NA,Information,2020-253723,NA,452 State Street (Peace Park),PIO Joel Despain,53703,43.074956,-89.3927755
618,NA,NA,Residential Burglary,2020-253584,NA,500 block of Woodward Dr,Sgt. Ryan Gibson,53704,43.129977,-89.3904712
619,NA,NA,Weapons Violation,2020-252532,NA,Madison area hospital,Sgt. Ryan Gibson,53715,43.0586147,-89.4038542
620,NA,NA,Residential Burglary,2020-252309,NA,1900 block Sheridan St,Sgt. Ryan Gibson,53704,43.12112,-89.3593776
621,NA,NA,Residential Burglary,2020-252309,NA,1900 block Sheridan St,Sgt. Ryan Gibson,53704,43.12112,-89.3593776
622,NA,NA,Weapons Violation,2020-00251182,NA,2300 block Revival Rdg,Sgt. Benjamin Schwarz,53711,43.0282445,-89.4584532
623,NA,NA,Weapons Violation,2020-00251009,NA,2300 block Allied Dr,Sgt. Benjamin Schwarz,53711,43.0289256,-89.4597532
624,NA,NA,Residential Burglary,2020-249613,NA,N. Yellowstone Dr.,PIO Joel Despain,53705,43.0710541,-89.4948952
625,NA,NA,Information,2020-249805,NA,Brynwood Dr.,PIO Joel Despain,53716,43.0754795,-89.3045563
626,NA,NA,Missing Adult,2020-00249172,NA,200 s park st,Sgt. Benjamin Schwarz,53715,43.0660848,-89.4010055
627,NA,NA,Attempted Homicide,2020-248601,NA,452 State Street (Peace Park),PIO Joel Despain,53703,43.074956,-89.3927755
628,NA,NA,Information,2020-96255,NA,1710 McKenna Blvd. (Madison Police West District),PIO Joel Despain,53711,43.0336467,-89.4976197
629,NA,NA,Non-Residential Burglary,2020-194235,NA,610 State Street,PIO Joel Despain,53703,43.0751438,-89.3960497
630,NA,NA,Residential Burglary,2020-248120,NA,Lincoln Street,PIO Joel Despain,53711,43.0617889,-89.4183246
631,NA,NA,Robbery,2020-248217,NA,4518 Cottage Grove Rd. (Walgreens parking lot),PIO Joel Despain,53714,43.0846673,-89.3037889
632,NA,NA,Weapons Violation,2020-248038,NA,7900 block of Tree Lane,Lt. Kipp Hartman,53717,43.0638411,-89.5196882
633,NA,NA,Residential Burglary,2020-246579,NA,Carberry St.,PIO Joel Despain,53704,43.1450171,-89.3075494
634,NA,NA,Residential Burglary,2020-246333,NA,300 block E. Mifflin St.,PIO Joel Despain,53703,43.0776345,-89.3823373
635,NA,NA,Robbery,2020-246226,NA,300 block N. Brooks St.,PIO Joel Despain,53715,43.0721362,-89.4024519
636,NA,NA,Weapons Violation,2020-246446,NA,5000 Block of Milwaukee St,Lt. Kipp Hartman,53714,43.0989128,-89.2971057
637,NA,NA,Weapons Violation,2020-246446,NA,5000 Block of Milwaukee St,Lt. Kipp Hartman,53714,43.0989128,-89.2971057
638,NA,NA,Weapons Violation,2020-243551,NA,1500 block Troy Dr.,PIO Joel Despain,53704,43.1332953,-89.3690964
639,NA,NA,Robbery,2020-245245,NA,S. High Point Rd. (at Welton Dr.),PIO Joel Despain,NA,43.0417309,-89.5180282
640,NA,NA,Traffic Incident,2020-222848,NA,4700 block E. Washington Ave.,PIO Joel Despain,53704,43.1316608,-89.3046957
641,NA,NA,Weapons Violation,2020-244286,NA,829 W. Washington Ave. (Brittingham Park),PIO Joel Despain,53715,43.0635716,-89.3986923
642,NA,NA,Robbery,2020-244715,NA,1101 North Sherman Ave. (Capitol Petro),PIO Joel Despain,53704,43.1118184,-89.3632612
643,NA,NA,Weapons Violation,2020-245301,NA,1300 block Loreenn Dr.,PIO Joel Despain,53711,43.0391229,-89.487352
644,NA,NA,Weapons Violation,2020-245172,NA,5300 block Milwaukee St,Sgt. Ryan Gibson,53714,43.0989849,-89.2908843
645,NA,NA,Weapons Violation,2020-245158,NA,6200 block Putnam Rd,Sgt. Ryan Gibson,53711,43.0232079,-89.4891328
646,NA,NA,Weapons Violation,2020-245147,NA,Fisher Street and Buick Ave,Sgt. Ryan Gibson,53713,43.0417097,-89.3920599
647,NA,NA,Traffic Incident,2020-242116,NA,6200 block Hammersley Rd.,PIO Joel Despain,53711,43.0391299,-89.4885302
648,NA,NA,Weapons Violation,2020-241642,NA,5300 block Milwaukee St.,PIO Joel Despain,53714,43.0989849,-89.2908843
649,NA,NA,Residential Burglary,2020-242593,NA,Arden Lane,PIO Joel Despain,53711,43.0449245,-89.4964592
650,NA,NA,Intoxicated/Impaired Driver,2020-242879,NA,East Washington Ave. Frontage Rd. (near Zeier Rd.),PIO Joel Despain,53704,43.131513,-89.3038845
651,NA,NA,Weapons Violation,2020-242690,NA,2400 block Brentwook Parkway,PIO Joel Despain,53704,43.1244747,-89.367565
652,NA,NA,Weapons Violation,2020-243424,NA,1300 block Mendota Street,PIO Joel Despain,53714,43.116193,-89.3172592
653,NA,NA,Weapons Violation,2020-243424,NA,1300 block Mendota Street,PIO Joel Despain,53714,43.116193,-89.3172592
654,NA,NA,Weapons Violation,2020-242635,NA,Trafalger Place,PIO Joel Despain,53714,43.1009104,-89.2935508
655,NA,NA,Weapons Violation,2020-242573,NA,Joylynne Dr.,PIO Joel Despain,53716,43.0594402,-89.3139363
656,NA,NA,Traffic Incident,2020-239998,NA,Northport Dr. (at Troy Dr.),PIO Joel Despain,53704,43.1367001,-89.3785882
657,NA,NA,Intoxicated/Impaired Driver,2020-239987,NA,3401 Atwood Ave. (Olbrich Park Beach),PIO Joel Despain,53704,43.0886272,-89.3305089
658,NA,NA,Robbery,2020-240252,NA,102 W. Corporate Drive (East Transfer Point),PIO Joel Despain,53714,43.0986302,-89.3222691
659,NA,NA,Robbery,2020-240291,NA,350 East Towne Mall (Dick's Sporting Goods),PIO Joel Despain,53704,43.1258466,-89.3034378
660,NA,NA,Weapons Violation,2020-243635,NA,Spaanem Ave and Ruth St,Lt. Kipp Hartman,53716,43.0698787,-89.3155603
661,NA,NA,Weapons Violation,2020-0243189,NA,East Washington Ave at First Street,Lt. Harrison Zanders,53704,43.0922627,-89.3594667
662,NA,NA,Weapons Violation,2020-0243057,NA,100 Block Jackson Street,Lt. Harrison Zanders,53704,43.0975239,-89.3483999
663,NA,NA,Weapons Violation,2020-242461,NA,Strauble Ct area,Sgt. Ryan Gibson,53704,43.1176877,-89.3296027
664,NA,NA,Weapons Violation,2020-242142,NA,4900 block of Spaanem Ave,Sgt. Ryan Gibson,53716,43.0697086,-89.3158937
665,NA,NA,Disturbance,2020-242214,NA,E. Washington Ave and N. Pinckney,Sgt. Ryan Gibson,53703,43.0754631,-89.3830744
666,NA,NA,Weapons Violation,2020-240854,NA,100 block of Emma Ct,Sgt. Ryan Gibson,53716,43.0837102,-89.2864592
667,NA,NA,Weapons Violation,2020-225661,NA,5900 block Jackson Quarry Lane,PIO Joel Despain,53718,43.0975727,-89.2805919
668,NA,NA,Murder/Homicide,2020-235974,NA,4830 Hayes Rd (Red Roof Inn),Lt. Kipp Hartman,53704,43.1362337,-89.3013971
669,NA,NA,Murder/Homicide,2020-235974,NA,4830 Hayes Rd (Red Roof Inn),Lt. Kipp Hartman,53704,43.1362337,-89.3013971
670,NA,NA,Weapons Violation,2020-237607,NA,1400 block Northport Dr.,PIO Joel Despain,53704,43.128254,-89.368329
671,NA,NA,Traffic Incident,2020-237790,NA,900 block Blaine Dr.,PIO Joel Despain,53704,43.1351224,-89.3831404
672,NA,NA,Robbery,2020-237391,NA,N. Baldwin St.,PIO Joel Despain,53703,43.0896761,-89.3693387
673,NA,NA,Murder/Homicide,2020-236954,NA,East Bluff,PIO Joel Despain,53704,43.132501,-89.364879
674,NA,NA,Theft,2020-228108,NA,Goldenrod Lane,PIO Joel Despain,53719,43.0534207,-89.5163907
675,NA,NA,Weapons Violation,2020-00235783,NA,1250 Mckenna Blvd. (Elver Park),Sgt. Kimberly Alan,53719,43.0384599,-89.5021874
676,NA,NA,Weapons Violation,2020-219947,NA,Mendota Court,PIO Joel Despain,53703,43.0766584,-89.3971456
677,NA,NA,Traffic Incident,2020-223822,NA,4500 Cottage Grove Rd,Lt. Kipp Hartman,53716,43.0842414,-89.3050874
678,NA,NA,Missing Adult,2020-234270,NA,3400 Stevens Street,Sgt. Matthew Baker,53705,43.0713112,-89.4453118
679,NA,NA,Residential Burglary,2020-233439,NA,Boulder Creek Circle,PIO Joel Despain,53717,43.0783533,-89.5394762
680,NA,NA,Robbery,2020-231558,NA,200 block W. Gilman St.,PIO Joel Despain,53703,43.0760909,-89.391654
681,NA,NA,Weapons Violation,2020-231204,NA,Dixon Street,PIO Joel Despain,53704,43.09636,-89.3404244
682,NA,NA,Weapons Violation,2020-232336,NA,2300 block Post Rd.,PIO Joel Despain,53713,43.026944,-89.4185301
683,NA,NA,Robbery,2020-230369,NA,4600 block Cottage Grove Rd.,PIO Joel Despain,53714,43.0843264,-89.3028228
684,NA,NA,Robbery,2020-219453,NA,452 State Street (Elizabeth Link Peace Park),PIO Joel Despain,53703,43.074956,-89.3927755
685,NA,NA,Robbery,2020-219453,NA,452 State Street (Elizabeth Link Peace Park),PIO Joel Despain,53703,43.074956,-89.3927755
686,NA,NA,Weapons Violation,2020-230699,NA,3700 Hanover St,Lt. Kipp Hartman,53704,43.1336458,-89.3682382
687,NA,NA,Arrested Person,2020-225521,NA,115 W. Doty St. (Public Safety Building),PIO Joel Despain,53703,43.0717787,-89.3835064
688,NA,NA,Robbery,2020-228551,NA,400 block W. Gilman St.,PIO Joel Despain,53703,43.0746101,-89.3938659
689,NA,NA,Fight (In Progress),2020-229063,NA,5000 block Great Gray Dr.,PIO Joel Despain,53718,43.0367126,-89.2956889
690,NA,NA,Traffic Incident,2020-222673,NA,N Frances St / W Gilman St,Lt. Kipp Hartman,53715,43.0731912,-89.3958221
691,NA,NA,Weapons Violation,2020-227507,NA,3700 block School Rd.,PIO Joel Despain,53704,43.1337578,-89.3831926
692,NA,NA,Weapons Violation,2020-227484,NA,E. Mifflin St. (at N. Fifth St.),PIO Joel Despain,NA,43.088204,-89.3672885
693,NA,NA,Non-Residential Burglary,2020-198610,NA,220 State Street (Goodman's Jewelers),PIO Joel Despain,53703,43.0749354,-89.3888905
694,NA,NA,Damaged Property,2020-225214,NA,Tennyson Lane,PIO Joel Despain,53704,43.134789,-89.3593909
695,NA,NA,Drug Investigation,2020-107470,NA,1000 block of Moorland Rd.,PIO Joel Despain,53713,43.0345761,-89.368952
696,NA,NA,Weapons Violation,2020-225300,NA,2139 East Springs Dr. (Microtel Inn and Suites),PIO Joel Despain,53704,43.1287375,-89.2930177
697,NA,NA,Weapons Violation,2020-226430,NA,5000 block Milwaukee St.,PIO Joel Despain,53714,43.0989128,-89.2971057
698,NA,NA,Attempted Homicide,2020-226166,NA,S. Stoughton Rd. (at Cottage Grove Rd.),PIO Joel Despain,NA,43.0732379,-89.3105106
699,NA,NA,Information,2020-225790,NA,211 S. Carroll Street (City County Building),Sgt. Tyler Phillips,53703,43.0723971,-89.3825501
700,NA,NA,Arrested Person,2020-225521,NA,W. Main St.,PIO Joel Despain,NA,43.0692489,-89.3895492
701,NA,NA,Arrested Person,2020-225521,NA,W. Main St.,PIO Joel Despain,NA,43.0692489,-89.3895492
702,NA,NA,Damaged Property,2020-224020,NA,Dawes Street,PIO Joel Despain,53714,43.0956802,-89.325517
703,NA,NA,Non-Residential Burglary,2020-225136,NA,458 W. Gilman St. (Blue Lotus Tattoo and the Piercing Center),PIO Joel Despain,53703,43.0735714,-89.3954537
704,NA,NA,Weapons Violation,2020-224910,NA,Helena Pkwy / Britta Dr,Lt. Kipp Hartman,53711,43.0346318,-89.4528779
705,NA,NA,Attempted Homicide,2020-223820,NA,7004 Tree Ln,Lt. Kipp Hartman,53717,43.0656095,-89.502902
706,NA,NA,Drug Investigation,2020-188691,NA,1100 block S. Park St.,PIO Joel Despain,53715,43.055034,-89.3974283
707,NA,NA,Damaged Property,2020-223845,NA,3300 block of Basil Dr,Lt. Kipp Hartman,53704,43.1394016,-89.3168507
708,NA,NA,Miscellaneous Sex Offense,2020-219578,NA,4602 Eastpark Blvd. (UW Health at the American Center),PIO Joel Despain,53718,43.1551845,-89.3017865
709,NA,NA,Weapons Violation,2020-219288,NA,3000 E Washington Ave,Sgt. Nicholas Ellis,53704,43.1038908,-89.342796
710,NA,NA,Weapons Violation,2020-00218243,NA,2900 block Traceway Dr,Sgt. Benjamin Schwarz,53713,43.0298981,-89.4193915
711,NA,NA,Weapons Violation,2020-00218315,NA,400 block Rosemary Ave.,Sgt. Benjamin Schwarz,53714,43.1034769,-89.337859
712,NA,NA,Robbery,2020-210299,NA,200 Block of N Thompson Dr,Lt. Kipp Hartman,53714,43.1025612,-89.2940542
713,NA,NA,Weapons Violation,2020-0217768,NA,Third Ave (at Center Street),Lt. Harrison Zanders,53713,43.0452408,-89.3896309
714,NA,NA,Weapons Violation,2020-217585,NA,7000 block Tree Lane,PIO Joel Despain,53717,43.0655982,-89.5027967
715,NA,NA,Weapons Violation,2020-218422,NA,500 E Johnson St,Sgt. Benjamin Schwarz,53703,43.080082,-89.3824361
716,NA,NA,Information,2020-0218205,NA,S. Park at West Washington Ave,Lt. Harrison Zanders,53715,43.063211,-89.4008669
717,NA,NA,Information,2020-0218205,NA,S. Park at West Washington Ave,Lt. Harrison Zanders,53715,43.063211,-89.4008669
718,NA,NA,Weapons Violation,2020-216664,NA,Conklin Place,PIO Joel Despain,NA,43.0725867,-89.3958493
719,NA,NA,Information,2020-207503,NA,2900 block Industrial Drive,PIO Joel Despain,53713,43.0409076,-89.3588735
720,NA,NA,Injured Person,2020-215080,NA,5317 High Crossing Blvd. (GrandStay Hotel and Suites),PIO Joel Despain,53718,43.1394597,-89.2872106
721,NA,NA,Weapons Violation,2020-215335,NA,2300 block Allied Dr.,PIO Joel Despain,53711,43.0289256,-89.4597532
722,NA,NA,Sexual Assault,2020-00213266,NA,600 Block University Ave,Lt. Harrison Zanders,53715,43.0732702,-89.3958826
723,NA,NA,Weapons Violation,2020-213440,NA,4 Collins Court (Dutch Mill Park and Ride),PIO Joel Despain,53716,43.0471808,-89.3055365
724,NA,NA,Battery,2020-211432,NA,300 block State St.,PIO Joel Despain,53703,43.0747707,-89.3899741
725,NA,NA,Arrested Person,2020-206255,NA,Colby St.,PIO Joel Despain,53715,43.0542426,-89.383962
726,NA,NA,Intoxicated/Impaired Driver,2020-211618,NA,Langdon St. (at North Frances St.),PIO Joel Despain,NA,43.0761827,-89.3933315
727,NA,NA,Weapons Violation,2020-213164,NA,Kent Lane (at Rimrock Rd.),PIO Joel Despain,53713,43.033158,-89.379238
728,NA,NA,Non-Residential Burglary,2020-902306,NA,414 State Street (August),PIO Joel Despain,53703,43.0749897,-89.3919246
729,NA,NA,Attempted Homicide,2020-210558,NA,N. Randall Ave.,PIO Joel Despain,NA,43.070557,-89.4090513
730,NA,NA,Information,2020-206917,NA,Balsam Rd. (at Leland Dr.),PIO Joel Despain,53711,43.0308363,-89.480497
731,NA,NA,Traffic Incident,2020-209815,NA,Milwaukee Street (at S. Fair Oaks Ave.),PIO Joel Despain,NA,43.0988773,-89.3015781
732,NA,NA,Weapons Violation,2020-209892,NA,2000 Block of Greenway Cross,Lt. Kipp Hartman,53713,43.0309294,-89.4146382
733,NA,NA,Weapons Violation,2020-209892,NA,2000 Block of Greenway Cross,Lt. Kipp Hartman,53713,43.0309294,-89.4146382
734,NA,NA,Missing Juvenile,2020-500546,NA,Hammersley Rd.,PIO Joel Despain,NA,43.0391442,-89.4753927
735,NA,NA,Battery,2020-207076,NA,3700 block E. Karstens Dr.,PIO Joel Despain,53704,43.1337936,-89.3859
736,NA,NA,Intoxicated/Impaired Driver,2020-206986,NA,900 block Meadowlark Dr.,PIO Joel Despain,53714,43.0869086,-89.2969403
737,NA,NA,Weapons Violation,2020-206426,NA,3000 Block of E Washington Ave,Lt. Kipp Hartman,53704,43.1038908,-89.342796
738,NA,NA,Damaged Property,2020-205240,NA,2602 Post Rd. (Leopold Elementary School),PIO Joel Despain,53713,43.0273003,-89.4214454
739,NA,NA,Damaged Property,2020-205103,NA,215 S. Hamilton St. (Dane County Courthouse),PIO Joel Despain,53703,43.0711745,-89.3839505
740,NA,NA,Theft,2020-198407,NA,3528 E. Washington Ave. (Kwik Trip),PIO Joel Despain,53704,43.1154641,-89.3274762
741,NA,NA,Attempted Homicide,2020-204771,NA,3019 E. Washington Ave (Mobil gas station),Sgt. Joseph Engler,53704,43.1037753,-89.3419911
742,NA,NA,Robbery,2020-203889,NA,1818 Portage Rd. (Reindahl Park),PIO Joel Despain,53704,43.1239217,-89.3147975
743,NA,NA,Damaged Property,2020-203876,NA,6525 Odana Rd (Russ Darrow Kia),Lt. Kipp Hartman,53719,43.0544175,-89.4934866
744,NA,NA,Damaged Property,2020-202442,NA,400 Block of Bunting Ln,Lt. Kipp Hartman,53704,43.1334867,-89.3516445
745,NA,NA,Information,2020-191347,NA,211 S Carroll,Lt. Kipp Hartman,53703,43.0723971,-89.3825501
746,NA,NA,Death Investigation,2020-199799,NA,2100 Seminole Hwy,Lt. Kipp Hartman,53711,43.0314945,-89.4456148
747,NA,NA,Intoxicated/Impaired Driver,2020-198201,NA,4400 block Milwaukee St.,PIO Joel Despain,53714,43.0987369,-89.30753
748,NA,NA,Intoxicated/Impaired Driver,2020-198187,NA,700 Block State St / N Park St,Lt. Kipp Hartman,53703,43.0755642,-89.3973758
749,NA,NA,Intoxicated/Impaired Driver,2020-198187,NA,700 Block State St / N Park St,Lt. Kipp Hartman,53703,43.0755642,-89.3973758
750,NA,NA,Information,2020-191347,NA,211 S Carroll,Lt. Kipp Hartman,53703,43.0723971,-89.3825501
751,NA,NA,Information,2020-000000,NA,100 block State Street,PIO Joel Despain,53703,43.074913,-89.386999
752,NA,NA,Theft,2020-193745,NA,N. Broom St. (at State St.),PIO Joel Despain,53703,43.0731542,-89.3912406
753,NA,NA,Battery,2020-196903,NA,600 State St,Lt. Kipp Hartman,53703,43.0749014,-89.3953941
754,NA,NA,Battery,2020-196764,NA,W Gorham St / N Henry St,Lt. Kipp Hartman,53703,43.0754426,-89.3907848
755,NA,NA,Information,2020-191347,NA,211 S Carroll,Lt. Kipp Hartman,53703,43.0723971,-89.3825501
756,NA,NA,Disturbance,2020-195255,NA,100 block State St.,PIO Joel Despain,53703,43.074913,-89.386999
757,NA,NA,Weapons Violation,2020-195074,NA,200 block W. Gilman St.,PIO Joel Despain,53703,43.0760909,-89.391654
758,NA,NA,Traffic Incident,2020-191953,NA,201 State Street (Overture Center),PIO Joel Despain,53703,43.0745936,-89.3882566
759,NA,NA,Robbery,2020-192060,NA,301 North Hamilton St. (Pinkus McBride Market),PIO Joel Despain,53703,43.0792851,-89.383818
760,NA,NA,Robbery,2020-194420,NA,855 E. Johnson St. (Cork n' Bottle),PIO Joel Despain,53703,43.0842135,-89.3762349
761,NA,NA,Robbery,2020-194508,NA,2930 N. Sherman Ave. (Warner Park),PIO Joel Despain,53704,43.1302413,-89.3667296
762,NA,NA,Arrested Person,2020-195068,NA,S. Gammon Rd.,PIO Joel Despain,NA,43.0489742,-89.503249
763,NA,NA,Weapons Violation,2020-195284,NA,S Fairchild / W Doty St,Lt. Kipp Hartman,53703,43.0718337,-89.3842453
764,NA,NA,Sexual Assault,2020-192259,NA,7700 block Radcliffe Dr.,PIO Joel Despain,53719,43.0589966,-89.5159064
765,NA,NA,Sexual Assault,2020-192259,NA,7700 block Radcliffe Dr.,PIO Joel Despain,53719,43.0589966,-89.5159064
766,NA,NA,Information,2020-191347,NA,211 S Carroll,Lt. Kipp Hartman,53703,43.0723971,-89.3825501
767,NA,NA,Information,2020-191347,NA,211 S Carroll,Lt. Kipp Hartman,53703,43.0723971,-89.3825501
768,NA,NA,Missing Juvenile,2020-191129,NA,Jacobs Way,PIO Joel Despain,53711,43.0371575,-89.4941098
769,NA,NA,Weapons Violation,2020-191445,NA,2700 block McDivitt Rd.,PIO Joel Despain,53713,43.0333512,-89.4229622
770,NA,NA,Weapons Violation,2020-19026,NA,1000 block Wheeler Rd.,PIO Joel Despain,53704,43.1483646,-89.3791179
771,NA,NA,Child Abuse,2020-179543,NA,4800 block Camden Rd.,PIO Joel Despain,53716,43.0707842,-89.3115176
772,NA,NA,Murder/Homicide,2020-182636,NA,1800 Northport Dr,Lt. Kipp Hartman,53704,43.1299419,-89.3611577
773,NA,NA,Weapons Violation,2020-189374,NA,2300 block of Gene Parks Place,Sgt. Ryan Gibson,53711,43.0282843,-89.4589605
774,NA,NA,Weapons Violation,2020-188293,NA,3177 E. Washington Ave. (Aloha Inn),PIO Joel Despain,53704,43.1084524,-89.3357534
775,NA,NA,Damaged Property,2020-188142,NA,305 State St. (Tutto Pasta),PIO Joel Despain,53703,43.0746802,-89.3902933
776,NA,NA,Arrested Person,2020-187694,NA,Maplecrest Dr.,PIO Joel Despain,53593,43.0335939,-89.5403257
777,NA,NA,Weapons Violation,2020-188163,NA,4300 block Britta Drive,PIO Joel Despain,53711,43.0348447,-89.4518661
